table_name,feature_id,issue_type,issue_description,checked_at
osm2pgsql_polygon,737078821,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,53350435,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,53350435,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,53350435,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,53350435,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,53350435,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,360276016,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,360255460,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,360255532,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,360276007,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,360255538,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,360254944,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,737078266,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,-5363410,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,1139099941,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,360005314,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,737078821,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,737078821,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,737078821,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,737078821,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,737078821,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,737078821,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,737078821,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,737078821,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,737078821,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,737078821,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
osm2pgsql_polygon,360005404,Overlapping Feature,Overlaps with another polygon,2025-06-24 14:09:53.413023
